branch_name,lineage_class,mergeability_class,root_commit_family,shares_ancestor_with_main_flag,merge_base_with_main,unrelated_history_flag,ahead_of_main,behind_main
ui/tokens-b2-34-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1465,194
ui/tokens-b2-35-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1466,194
ui/tokens-b2-36-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1468,194
ui/tokens-b2-37-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1470,194
ui/tokens-b2-sweep-02a,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1433,194
ui/tokens-b2-sweep-03,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1435,194
ui/tokens-b2-sweep-04,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1436,194
ui/tokens-b2-sweep-05,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1437,194
ui/tokens-b2-sweep-06,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1438,194
ui/tokens-b2-sweep-06-modal,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1439,194
ui/tokens-b2-sweep-06b-modal,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1442,194
ui/tokens-b2-sweep-07,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1441,194
ui/tokens-b2-sweep-08,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1444,194
ui/tokens-b2-sweep-12-ui-transparency,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1444,194
ui/tokens-b2-sweep-13-swarm-salvage,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1445,194
ui/tokens-b2-sweep-14-costforge-globals,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1446,194
ui/tokens-b2-sweep-15-liquid-performance,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1447,194
ui/tokens-b2-sweep-16-quantum-nav-responsive,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1463,194
ui/tokens-b2-sweep-17-brand-icon-accordion,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1448,194
ui/tokens-b2-sweep-18-loadingstates-aspectratio,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1449,194
ui/tokens-b2-sweep-19-quantumnav-gptstudio,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1450,194
ui/tokens-b2-sweep-20-ai-responsive-self-healing,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1451,194
ui/tokens-b2-sweep-21-tokens-valuation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1452,194
ui/tokens-b2-sweep-22-app-gis,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1454,194
ui/tokens-b2-sweep-23-mainline,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1454,194
ui/tokens-b2-sweep-24-application-counties,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1456,194
ui/tokens-b2-sweep-25-alert-desktop,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1457,194
ui/tokens-b2-sweep-26-minimal-marketplace,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1458,194
ui/tokens-b2-sweep-27-ai-pwa,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1459,194
ui/tokens-b2-sweep-28-moduleloader-universal,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1460,194
ui/tokens-b2-sweep-38-liquid-performance,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1469,194
w1/forge-extraction-cp,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1750,194
w2/full-tool-extraction,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1753,194
wave2/suite-vivification-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1483,194
wave3/api-wiring,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1480,194
wave3/data-infrastructure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1484,194
wave3/forge-real-cost-matrix,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1478,194
wave4/forge-income-appeal,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1480,194
wave5/forge-reconcile-audit,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1482,194
wave6/dais-dossier-complete,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1494,194
wave7/shell-surfaces-vivify,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1482,194
wave8/policy-rag-launcher-vivify,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1486,194
wave9/mock-data-dais-vivify,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1486,194
wip/phase-4b-telemetry,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,756,194
wip/vitest-migration-preserved,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1078,194
worktree-mcp-parcel-workbench,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,4,167
